external_gene_name,logFC_rna,padj_rna,CpG_Beta_diff,logFC_meth,padj_meth,ensembl_gene_id,entrezgene_id,hgnc_symbol,logFC_protein,padj_protein,RG1_All_filtered,RG2_Changes_filtered,RG3_Translation_filtered,RG4_Detection_filtered,Methylation,RNA,Protein,RG1_All,RG2_Changes,RG3_Translation
SLC12A2,0.0819296567773072,0.334011025720657,-0.1526439124611432,-1.57340353106579,8.585176430595938e-42,ENSG00000064651,6558.0,SLC12A2,-0.262962672899439,1.16727504302206e-13,Hypomethylation + RNA No change + Protein significant-negative,None,None,None,Hypomethylation,RNA No change,Protein significant-negative,Hypomethylation + RNA No change + Protein significant-negative,None,None
TGM1,-0.173637415695332,0.334464674948719,-0.0788111835064016,-0.644295767369885,1.65341569993202e-19,ENSG00000092295,7051.0,TGM1,0.174510481841064,5.0518802747147e-05,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
SCAI,0.0858043112373525,0.334924012100055,0.0463024170220444,1.17228204619264,1.26178998097947e-43,ENSG00000173611,286205.0,SCAI,0.0255077250389546,0.364203554428451,Methylation No change + RNA No change + Protein not-significant,None,None,None,Methylation No change,RNA No change,Protein not-significant,Methylation No change + RNA No change + Protein not-significant,None,None
ANO9,0.125782016290299,0.3349584388409,-0.0974315726182396,-0.683018842549893,6.08253560981497e-41,ENSG00000185101,338440.0,ANO9,-0.0967242951929083,0.0813956598159607,Methylation No change + RNA No change + Protein not-significant,None,None,None,Methylation No change,RNA No change,Protein not-significant,Methylation No change + RNA No change + Protein not-significant,None,None
PINX1,0.05685712,0.335141,-0.146572963234352,-1.12816002263998,3.83797822142366e-35,ENSG00000254093,54984.0,PINX1,0.167333516720604,0.0258129780715551,Hypomethylation + RNA No change + Protein significant-positive,None,None,None,Hypomethylation,RNA No change,Protein significant-positive,Hypomethylation + RNA No change + Protein significant-positive,None,None
SAR1A,0.0457217963962804,0.33630931555975,-0.0613001961086656,-1.14504516603395,7.63961903608276e-53,ENSG00000079332,56681.0,SAR1A,-0.134340172599782,7.59995947594423e-11,Methylation No change + RNA No change + Protein significant-negative,None,None,None,Methylation No change,RNA No change,Protein significant-negative,Methylation No change + RNA No change + Protein significant-negative,None,None
COPS5,0.0469867849092964,0.336931285471958,-0.0571802242555647,-0.367886493026177,3.41690330140701e-07,ENSG00000121022,10987.0,COPS5,0.0589536472365091,3.75777574973029e-07,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
GTF2I,-0.04003427,0.3376094,-0.2318042229969601,-1.47040959448931,1.55515344232724e-54,ENSG00000263001,2969.0,GTF2I,0.116812664726966,5.25988890865232e-11,Hypomethylation + RNA No change + Protein significant-positive,None,None,None,Hypomethylation,RNA No change,Protein significant-positive,Hypomethylation + RNA No change + Protein significant-positive,None,None
HYI,0.061471234414642,0.337919851794192,,,,ENSG00000178922,81888.0,HYI,0.309091415597092,5.34931631457298e-18,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
NCBP2,-0.0418682561645708,0.33827313137445,-0.0349535152926359,-0.4227215543162,2.06783992286494e-14,ENSG00000114503,22916.0,NCBP2,0.0519067002277332,0.010431848979257,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
FCGBP,0.2135316,0.3384939,-0.2627894307919483,-1.63844912136177,6.412244735842851e-67,ENSG00000275395,8857.0,FCGBP,0.623185695254689,9.603628265410593e-14,Hypomethylation + RNA No change + Protein UP,TMDE,TMDE,TMDE,Hypomethylation,RNA No change,Protein UP,Hypomethylation + RNA No change + Protein UP,TMDE,TMDE
CORO1B,0.0358654193115797,0.338813386415981,-0.1588697771526291,-1.0561976177179,3.52447110647221e-33,ENSG00000172725,57175.0,CORO1B,-0.181475152064917,1.52632697209661e-25,Hypomethylation + RNA No change + Protein significant-negative,None,None,None,Hypomethylation,RNA No change,Protein significant-negative,Hypomethylation + RNA No change + Protein significant-negative,None,None
ENOPH1,-0.0417541599294471,0.338813386415981,-0.1208193029837753,-0.729723135440721,2.31669794845947e-22,ENSG00000145293,58478.0,ENOPH1,0.15292425679096,1.39114055919637e-10,Hypomethylation + RNA No change + Protein significant-positive,None,None,None,Hypomethylation,RNA No change,Protein significant-positive,Hypomethylation + RNA No change + Protein significant-positive,None,None
CCT3,-0.0454591698182015,0.33893735494659,0.1167888000773682,1.21898220089448,1.00654696607857e-44,ENSG00000163468,7203.0,CCT3,0.101672614946822,5.7292816226340215e-09,Hypermethylation + RNA No change + Protein significant-positive,None,None,None,Hypermethylation,RNA No change,Protein significant-positive,Hypermethylation + RNA No change + Protein significant-positive,None,None
TARBP1,0.0521626687490187,0.340091759773626,-0.0630607577847995,-1.03947029329462,2.21650819188656e-48,ENSG00000059588,6894.0,TARBP1,0.0804577885652647,0.0331848033157732,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
LAMA5,0.0929372824764703,0.340551443580632,-0.1519454524459654,-1.16837814969963,6.22020074310374e-46,ENSG00000130702,3911.0,LAMA5,-0.0057837443947592,0.870097749776947,Hypomethylation + RNA No change + Protein not-significant,None,None,None,Hypomethylation,RNA No change,Protein not-significant,Hypomethylation + RNA No change + Protein not-significant,None,None
LPCAT2,0.0805600416870067,0.340946764281418,,,,ENSG00000087253,54947.0,LPCAT2,0.123369139970111,0.0001961877029294,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
MGAT5,-0.0525346834881383,0.341207430095122,-0.26663815584863,-1.69977035027562,6.31018380131516e-76,ENSG00000152127,4249.0,MGAT5,0.0652267301112632,0.0007326463112565,Hypomethylation + RNA No change + Protein significant-positive,None,None,None,Hypomethylation,RNA No change,Protein significant-positive,Hypomethylation + RNA No change + Protein significant-positive,None,None
TAGLN,0.154286580606515,0.341244219782467,0.2341394761317634,1.54293861615397,8.53777951053647e-34,ENSG00000149591,6876.0,TAGLN,-0.163100746733788,0.0765962751032847,Hypermethylation + RNA No change + Protein not-significant,None,None,None,Hypermethylation,RNA No change,Protein not-significant,Hypermethylation + RNA No change + Protein not-significant,None,None
PDE10A,0.205668450199863,0.341750715739763,-0.2511465989701401,-1.82912832839992,9.016658256053519e-77,ENSG00000112541,10846.0,PDE10A,-0.0548150497423001,0.375549334042974,Hypomethylation + RNA No change + Protein not-significant,None,None,None,Hypomethylation,RNA No change,Protein not-significant,Hypomethylation + RNA No change + Protein not-significant,None,None
GAPVD1,0.0293247163749911,0.342661916642442,,,,ENSG00000165219,26130.0,GAPVD1,0.127615205116343,9.517107526887e-13,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
ZNF32,0.0463770771367743,0.342758590403391,0.0264232797463852,0.762292949484392,7.08484600826192e-26,ENSG00000169740,7580.0,ZNF32,-0.0020347764593079,0.953340600609522,Methylation No change + RNA No change + Protein not-significant,None,None,None,Methylation No change,RNA No change,Protein not-significant,Methylation No change + RNA No change + Protein not-significant,None,None
PRMT3,0.0389627100742996,0.343080647960551,-0.1412935771073126,-1.00860304184798,1.81021712445315e-35,ENSG00000185238,10196.0,PRMT3,0.256858679132207,5.235224095495408e-29,Hypomethylation + RNA No change + Protein significant-positive,None,None,None,Hypomethylation,RNA No change,Protein significant-positive,Hypomethylation + RNA No change + Protein significant-positive,None,None
PAFAH1B1,-0.0228472549373325,0.345310012937626,-0.0873227878255145,-0.880134578614364,1.10904431001263e-22,ENSG00000007168,5048.0,PAFAH1B1,0.0911296512046046,3.0264623727837495e-11,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
ASXL2,-0.0403083307849262,0.345484103872899,-0.1623268073062996,-1.27600820536793,1.99706370233453e-39,ENSG00000143970,55252.0,ASXL2,0.116806051713008,0.0005209997777502,Hypomethylation + RNA No change + Protein significant-positive,None,None,None,Hypomethylation,RNA No change,Protein significant-positive,Hypomethylation + RNA No change + Protein significant-positive,None,None
PWP2,0.2491309,0.345949,,,,ENSG00000241945,5822.0,PWP2,0.270408217667506,2.49799207180112e-37,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
KHSRP,-0.0503377698769727,0.346978274982995,-0.0960189204363887,-0.616783837902747,1.42178992264195e-08,ENSG00000088247,8570.0,KHSRP,0.011165028741654,0.453248174950154,Methylation No change + RNA No change + Protein not-significant,None,None,None,Methylation No change,RNA No change,Protein not-significant,Methylation No change + RNA No change + Protein not-significant,None,None
TPP1,0.0733144409717528,0.347947949798648,-0.0747461270814742,-1.01186604815692,1.6376173337351102e-54,ENSG00000166340,1200.0,TPP1,0.107846950737144,0.0002569119015519,Methylation No change + RNA No change + Protein significant-positive,None,None,None,Methylation No change,RNA No change,Protein significant-positive,Methylation No change + RNA No change + Protein significant-positive,None,None
SPTLC3,0.0875870533785005,0.348581697704096,-0.3129354619660496,-2.00404921613313,7.9640289404326e-53,ENSG00000172296,55304.0,SPTLC3,-0.0066805501618119,0.851787581629179,Hypomethylation + RNA No change + Protein not-significant,None,None,None,Hypomethylation,RNA No change,Protein not-significant,Hypomethylation + RNA No change + Protein not-significant,None,None
CDAN1,-0.0327822987691908,0.348686012186559,,,,ENSG00000140326,146059.0,CDAN1,0.0531433941793985,0.159279768198882,Methylation No change + RNA No change + Protein not-significant,None,None,None,Methylation No change,RNA No change,Protein not-significant,Methylation No change + RNA No change + Protein not-significant,None,None
MYH11,0.175309630958978,0.350137690835492,-0.2538422223934194,-2.09423264762917,2.74270266807267e-63,ENSG00000133392,4629.0,MYH11,-0.207409282032843,0.0259774870178299,Hypomethylation + RNA No change + Protein significant-negative,None,None,None,Hypomethylation,RNA No change,Protein significant-negative,Hypomethylation + RNA No change + Protein significant-negative,None,None
UBL5,0.0407748834289133,0.350142403148205,-0.1564197883917125,-3.6049839737669,1.01057886776851e-145,ENSG00000198258,59286.0,UBL5,-0.235330644851972,1.06008361736767e-18,Hypomethylation + RNA No change + Protein significant-negative,None,None,None,Hypomethylation,RNA No change,Protein significant-negative,Hypomethylation + RNA No change + Protein significant-negative,None,None
BCL2L15,0.162478385712994,0.350956417117515,-0.1416951290782125,-0.913120484660586,2.18065367730599e-14,ENSG00000188761,440603.0,BCL2L15,-0.25222846440729,9.406399347265413e-09,Hypomethylation + RNA No change + Protein significant-negative,None,None,None,Hypomethylation,RNA No change,Protein significant-negative,Hypomethylation + RNA No change + Protein significant-negative,None,None
NRGN,-0.0916876511595277,0.35126338219976,-0.0597917217895475,-0.757348002160754,3.8606044190974897e-22,ENSG00000154146,4900.0,NRGN,-0.726771063166731,1.68406563815221e-23,Methylation No change + RNA No change + Protein DOWN,TMDS,TMDS,TMDS,Methylation No change,RNA No change,Protein DOWN,Methylation No change + RNA No change + Protein DOWN,TMDS,TMDS
CHMP1A,0.043531384952653,0.352257430164552,-0.1380764913643494,-1.1264728007157,3.18974899468461e-70,ENSG00000131165,5119.0,CHMP1A,0.238522911761388,6.585927369405221e-20,Hypomethylation + RNA No change + Protein significant-positive,None,None,None,Hypomethylation,RNA No change,Protein significant-positive,Hypomethylation + RNA No change + Protein significant-positive,None,None
VPS50,-0.0392945993236687,0.354311480386379,-0.0211248629448279,-0.687746269945114,1.6375315696347402e-15,ENSG00000004766,55610.0,VPS50,-0.158001992089178,1.06123499116069e-20,Methylation No change + RNA No change + Protein significant-negative,None,None,None,Methylation No change,RNA No change,Protein significant-negative,Methylation No change + RNA No change + Protein significant-negative,None,None
